time_s,v_diff,v_hpf,v_ia,v_notch,v_lpf,v_adc_in,adc_code,adc_signed
8.088,-0.000318399928005761,2.00482324807007e-05,0.00402969472862084,0.00287105682409969,0.00283635377966512,0.00283635377966512,2051,3
8.089,-0.00032,1.83899208601875e-05,0.00369637409289769,0.00306318089276504,0.00292017754810566,0.00292017754810566,2051,3
8.09,-0.00032,1.83342781344381e-05,0.00368518990502206,0.00364082160449245,0.00319698761254354,0.00319698761254354,2051,3
8.091,-0.00032,1.82788037679194e-05,0.0036740395573518,0.00418182263092408,0.00365489434662349,0.00365489434662349,2052,4
8.092,-0.000322997839395042,1.52301931654029e-05,0.00306126882624598,0.00402842450536428,0.00394350282195726,0.00394350282195726,2052,4
8.093,-0.000332000360100834,6.19520972795372e-06,0.0012452371553187,0.00258421124721298,0.00353505093370814,0.00353505093370814,2051,3
8.094,-0.000341002880806643,-2.8124363920001e-06,-0.000565299714792021,0.0010693114003663,0.00243999349145269,0.00243999349145269,2050,2
8.095,-0.000342998560115187,-4.79658687740859e-06,-0.000964113962359128,0.000816022254009917,0.0014801687066677,0.0014801687066677,2049,1
8.096,-0.000339398848092152,-1.18780759002913e-06,-0.000238749325595854,0.00143152542603197,0.00125171045881721,0.00125171045881721,2049,1
8.097,-0.000335799136069111,2.410052546714e-06,0.000484420561889513,0.00177124599376872,0.00147586126079358,0.00147586126079358,2049,1
8.098,-0.000330799136069111,7.39519610935585e-06,0.00148643441798053,0.00218124226938284,0.00179661951129499,0.00179661951129499,2049,1
8.099,-0.000325399568034556,1.27642195746932e-05,0.00256560813451333,0.00254104769874404,0.00215849481435169,0.00215849481435169,2050,2
8.1,-0.000319999999999994,1.81169978858302e-05,0.00364151657505187,0.0028744148866261,0.00251056947995001,0.00251056947995001,2050,2
8.101,-0.000316400287976959,2.16564471134116e-05,0.00435294586979572,0.00293345947710476,0.00276272826322913,0.00276272826322913,2050,2
8.102,-0.000312800575953924,2.51851869636024e-05,0.00506222257968409,0.00317990716649051,0.00295116099308074,0.00295116099308074,2051,3
8.103,-0.000310799136069111,2.71073956626179e-05,0.0054485865281862,0.00335119096017947,0.00315269180734628,0.00315269180734628,2051,3
8.104,-0.000314398848092155,2.34311101459251e-05,0.00470965313933094,0.00270199056660343,0.00307185780481113,0.00307185780481113,2051,3
8.105,-0.000317998560115192,1.97659480347355e-05,0.00397295555498184,0.00237718376298136,0.00273065867659399,0.00273065867659399,2050,2
8.106,-0.00032,1.77077298501018e-05,0.00355925369987046,0.00260843292993995,0.00257819051625211,0.00257819051625211,2050,2
8.107,-0.00032,1.76541512423859e-05,0.00354848439971956,0.00334425166295561,0.00283341601637754,0.00283341601637754,2051,3
8.108,-0.00032,1.76007347484604e-05,0.00353774768444053,0.00405356120364393,0.00338821756568666,0.00338821756568666,2051,3
8.109,-0.000324802015838734,1.27527288134205e-05,0.00256329849149752,0.00370281823126963,0.00370230227835981,0.00370230227835981,2052,4
8.11,-0.000332001439884821,5.52561031411e-06,0.00111064767313611,0.00275738104078067,0.00339960827686323,0.00339960827686323,2051,3
8.111,-0.000339200863930895,-1.6796409582609e-06,-0.00033760783261044,0.00166125837107461,0.00263660278267375,0.00263660278267375,2050,2
8.112,-0.000336799856011517,7.22816694849265e-07,0.000145286155664702,0.00225112008818835,0.0022004402486723,0.0022004402486723,2050,2
8.113,-0.000333200143988483,4.31489582013411e-06,0.000867294059846956,0.00274226364029141,0.00239034513044639,0.00239034513044639,2050,2
8.114,-0.000329600431965441,7.8961063247742e-06,0.00158711737127961,0.00293887832228806,0.00267895144508956,0.00267895144508956,2050,2
8.115,-0.000326000719942404,1.14664810941462e-05,0.00230476269992339,0.00293421537005638,0.00284407670219383,0.00284407670219383,2051,3
8.116,-0.000322401007919367,1.50260529141404e-05,0.00302023663574223,0.00284181929412336,0.00287224377264001,0.00287224377264001,2051,3
8.117,-0.000318800864241983,1.85752854727561e-05,0.00373363238002398,0.0027786046123075,0.00283247978582938,0.00283247978582938,2051,3
8.118,-0.000315199855959666,2.21146423492822e-05,0.00444504311220573,0.00284856760407688,0.00282036845401067,0.00282036845401067,2050,2
8.119,-0.000311598847677349,2.5643290127846e-05,0.00515430131569704,0.00312929806582368,0.00292842254435657,0.00292842254435657,2051,3
8.12,-0.00031,2.71621295934962e-05,0.00545958804829274,0.00327299275168515,0.00310324489332955,0.00310324489332955,2051,3
8.121,-0.00031,2.70799446325476e-05,0.00544306887114208,0.00339175780138386,0.00325012334410196,0.00325012334410196,2051,3
8.122,-0.00031,2.69980083401647e-05,0.00542659967637311,0.00378194035243152,0.00346597317282358,0.00346597317282358,2051,3
8.123,-0.00031,2.69163199639464e-05,0.00541018031275322,0.00436792374351871,0.00385633142612585,0.00385633142612585,2052,4
8.124,-0.00031,2.6834878753768e-05,0.00539381062950738,0.00505295080266276,0.00440383517418026,0.00440383517418026,2052,4
8.125,-0.00031,2.67536839617748e-05,0.00537749047631674,0.00573390220604262,0.00503818859095746,0.00503818859095746,2053,5
8.126,-0.000304600431965435,3.20641340902007e-05,0.00644489095213035,0.00736963425949786,0.00600843195109386,0.00600843195109386,2054,6
8.127,-0.000299200863930879,3.73585162908457e-05,0.00750906177445998,0.00875492373019056,0.00732500056888255,0.00732500056888255,2056,8
8.128,-0.000293801295896324,4.26368791807466e-05,0.00857001271533006,0.00986445080662451,0.00859723563268062,0.00859723563268062,2058,10
8.129,-0.000288401727861762,4.78992712298378e-05,0.0096277535171974,0.0107119908234119,0.00968120049315344,0.00968120049315344,2059,11
8.13,-0.00028300215982721,5.31457407613731e-05,0.010682293893036,0.0113456421042896,0.0105450568846261,0.0105450568846261,2060,12
8.131,-0.000276002880806627,5.99736268008016e-05,0.0120546989869611,0.0121509200248737,0.0113163544358796,0.0113163544358796,2061,13
8.132,-0.000267000360100818,6.87810646407895e-05,0.0138249939927987,0.0132704008297653,0.0122101403278283,0.0122101403278283,2062,14
8.133,-0.000257997839395026,7.75618536521988e-05,0.015589932584092,0.0143775998590075,0.0132446659794681,0.0132446659794681,2063,15
8.134,-0.000253799496040317,8.15191651602226e-05,0.0163853521972047,0.0146256843669118,0.0140504199111935,0.0140504199111935,2064,16
8.135,-0.000251999640028798,8.30696441878805e-05,0.016696998481764,0.0146253094196686,0.0144190590022811,0.0144190590022811,2065,17
8.136,-0.000250199784017276,8.46154319022958e-05,0.0170077018123615,0.0149069831362839,0.0146415508456754,0.0146415508456754,2065,17
8.137,-0.00025,8.45588911876177e-05,0.0169963371287111,0.0151415365935727,0.0148868771400683,0.0148868771400683,2065,17
8.138,-0.00025,8.43030397770651e-05,0.0169449109951901,0.015573098571319,0.0151884415262078,0.0151884415262078,2066,18
8.139,-0.000250199784017279,8.38484807287164e-05,0.016853544626472,0.0161212494537315,0.0156107059405139,0.0156107059405139,2066,18
8.14,-0.000251999640028798,8.17976457377033e-05,0.0164413267932784,0.0164168594740348,0.0160327242247249,0.0160327242247249,2067,19
8.141,-0.000253799496040317,7.97530159962847e-05,0.0160303562152532,0.0166951555957441,0.0163681622440612,0.0163681622440612,2067,19
8.142,-0.000255599567879008,7.77143572284645e-05,0.0156205858029214,0.0168632372769002,0.0166316457006387,0.0166316457006387,2068,20
8.143,-0.000257400072020167,7.56814352199599e-05,0.0152119684792119,0.0168502927763513,0.0167759529608868,0.0167759529608868,2068,20
8.144,-0.000259200576161325,7.36546642614054e-05,0.0148045875165425,0.0166157564124107,0.0167484347772292,0.0167484347772292,2068,20
8.145,-0.000255997120230384,7.66304155260026e-05,0.0154027135207265,0.0171289878837405,0.016827881809823,0.016827881809823,2068,20
8.146,-0.000248797696184297,8.35870857822285e-05,0.0168010042422279,0.0181465849689812,0.0173470514358088,0.0173470514358088,2069,21
8.147,-0.000241598272138223,9.05227071117966e-05,0.0181950641294711,0.0189010184250385,0.0181013785263223,0.0181013785263223,2069,21
8.148,-0.000234398848092152,9.74373432028451e-05,0.0195849059837719,0.0194991247912693,0.0188056689633938,0.0188056689633938,2070,22
8.149,-0.00022719942404607,0.000104331057550816,0.020970542567714,0.0200606111924091,0.0194301555200896,0.0194301555200896,2071,23
8.15,-0.00022,0.000111203913458992,0.0223519866052574,0.0207007561306475,0.0200394684312683,0.0200394684312683,2072,24
8.151,-0.000223599712023037,0.000107273175543527,0.0215619082842489,0.0194074272890123,0.0200488423277821,0.0200488423277821,2072,24
8.152,-0.000227199424046081,0.00010335433093491,0.0207742205179169,0.0185063447193483,0.0193488703254733,0.0193488703254733,2071,23
8.153,-0.00023,0.000100245270736034,0.0201492994179429,0.018139930912475,0.0186913494860107,0.0186913494860107,2070,22
8.154,-0.00023,9.99419567549874e-05,0.0200883333077525,0.0186234510428154,0.0184928504421867,0.0184928504421867,2070,22
8.155,-0.00023,9.9639560516697e-05,0.0200275516638561,0.019271445314653,0.0187842592476658,0.0187842592476658,2070,22
8.156,-0.000227601728483976,0.000101732722512979,0.0204482772251088,0.0204429943399061,0.019472054491008,0.019472054491008,2071,23
8.157,-0.000222200216060501,0.000106818248616561,0.0214704679719288,0.0221134740622726,0.0206298619974704,0.0206298619974704,2073,25
8.158,-0.000216798703637015,0.000111888387349189,0.022489565857187,0.0235695515370732,0.0220475868706772,0.0220475868706772,2074,26
8.159,-0.000216200503959683,0.000112147139258933,0.0225415749910455,0.0238299987106017,0.0231066819047543,0.0231066819047543,2076,28
8.16,-0.000218000359971202,0.000110010680490219,0.022112146778534,0.0234270548307635,0.0234411978444519,0.0234411978444519,2076,28
8.161,-0.000219800215982724,0.000107880686044553,0.0216840178949553,0.022875601399092,0.0232553839152698,0.0232553839152698,2076,28
8.162,-0.000221600071994242,0.000105757136362721,0.0212571844089069,0.0222034637518344,0.0227965048512912,0.0227965048512912,2075,27
8.163,-0.000223399928005761,0.000103640011944676,0.0208316424008799,0.021453067987387,0.0221758388373934,0.0221758388373934,2075,27
8.164,-0.000225199784017283,0.000101529293349375,0.0204073879632245,0.0206745660286435,0.0214630043313818,0.0214630043313818,2074,26
8.165,-0.0002269996400288,9.94249611946096e-05,0.0199844172001165,0.01991841413116,0.0207152387855613,0.0207152387855613,2073,25
8.166,-0.000228799496040317,9.73269961568022e-05,0.0195627262275173,0.019228458848852,0.0199833142371284,0.0199833142371284,2072,24
8.167,-0.00023,9.58338242873557e-05,0.0192625986817585,0.0187534071906216,0.0193471724311082,0.0193471724311082,2071,23
8.168,-0.00023,9.55438581019174e-05,0.0192043154784854,0.0186182148216484,0.0189232227997151,0.0189232227997151,2070,22
8.169,-0.00023,9.52547692725621e-05,0.019146208623785,0.0185732408951076,0.0187132901450118,0.0187132901450118,2070,22
8.17,-0.000231000719942404,9.39673491507288e-05,0.0188874371792965,0.0184147159315756,0.0185727057016335,0.0185727057016335,2070,22
8.171,-0.000232800575953926,9.18858973112344e-05,0.0184690653595581,0.0181772807515879,0.0183953291887798,0.0183953291887798,2070,22
8.172,-0.000234600431965444,8.9810743359306e-05,0.0180519594152205,0.0179984913287143,0.0181982502473512,0.0181982502473512,2070,22
8.173,-0.000237800575953924,8.6343698701038e-05,0.0173550834389086,0.0175681765140414,0.0179322782435221,0.0179322782435221,2069,21
8.174,-0.000241400287976965,8.24881807999649e-05,0.016580124340793,0.0170646626241271,0.0175374970419594,0.0175374970419594,2069,21
8.175,-0.000245,7.86443286111557e-05,0.0158075100508423,0.0165345022199305,0.0170644748496962,0.0170644748496962,2068,20
8.176,-0.000248599712023037,7.4812106837439e-05,0.0150372334743252,0.0159465468502458,0.0165363015711013,0.0165363015711013,2068,20
8.177,-0.000252199424046074,7.09914802884534e-05,0.0142692875379791,0.0152801648855489,0.0159446697100731,0.0159446697100731,2067,19
8.178,-0.000253801295896324,6.91772316020065e-05,0.0139046235520033,0.0149171802818321,0.0154023638598278,0.0154023638598278,2066,18
8.179,-0.000248401727861768,7.43593200129032e-05,0.0149462233225935,0.0158102389914544,0.0153775855116326,0.0153775855116326,2066,18
8.18,-0.000243002159827212,7.95257288824659e-05,0.0159846715053757,0.0165161655649296,0.0158811860030168,0.0158811860030168,2067,19
8.181,-0.000239200576161322,8.30809388094288e-05,0.0166992687006952,0.0167823625594177,0.0163735437332455,0.0163735437332455,2067,19
8.182,-0.000237400072020164,8.46273394986055e-05,0.0170100952392197,0.0166248839470042,0.0165851331691208,0.0165851331691208,2068,20
8.183,-0.000235599567879005,8.61690612144412e-05,0.0173199813041027,0.0165307502577554,0.0165804433827484,0.0165804433827484,2068,20
8.184,-0.000237401007919372,8.41096231674353e-05,0.0169060342566545,0.0158474984429877,0.0163295978491735,0.0163295978491735,2067,19
8.185,-0.000241000719942407,8.02608649502828e-05,0.0161324338550068,0.0150096253377372,0.0157520106960895,0.0157520106960895,2067,19
8.186,-0.000244600431965441,7.64237519924862e-05,0.0153611741504897,0.0143893576277358,0.0150773188926581,0.0150773188926581,2066,18
8.187,-0.000241799856011515,7.89888543005138e-05,0.0158767597144033,0.0151990541632018,0.0148958362021521,0.0148958362021521,2065,17
8.188,-0.000238200143988478,8.23441224194297e-05,0.0165511686063054,0.0161958514198114,0.0154096929901999,0.0154096929901999,2066,18
8.189,-0.000234800215982721,8.54897566689927e-05,0.0171834410904675,0.0171264612323029,0.0162119130772879,0.0162119130772879,2067,19
8.19,-0.0002330003599712,8.7028221804039e-05,0.0174926725826118,0.0176818776857514,0.0169761799886592,0.0169761799886592,2068,20
8.191,-0.000231200503959683,8.8562031976495e-05,0.0178009684272755,0.0181694558458674,0.0175848253586273,0.0175848253586273,2069,21
8.192,-0.00022880086424199,9.06900775887861e-05,0.018228705595346,0.018686785963152,0.0181253994265006,0.0181253994265006,2069,21
8.193,-0.000225199855959666,9.40112353968888e-05,0.0188962583147746,0.0193364853795206,0.0186934995834465,0.0186934995834465,2070,22
8.194,-0.000221598847677349,9.73223443160044e-05,0.0195617912075169,0.0198760345003648,0.0192786023760723,0.0192786023760723,2071,23
8.195,-0.00021499640028798,0.000103620333103224,0.020827686953748,0.0209165570298787,0.0199950724972578,0.0199950724972578,2072,24
8.196,-0.000205997120230371,0.000112292472546212,0.0225707869817886,0.0223320105929026,0.0210394387242661,0.0210394387242661,2073,25
8.197,-0.000196997840172778,0.000120938372535499,0.0243086128796353,0.0236702350088396,0.0222969285169616,0.0222969285169616,2075,27
8.198,-0.000202001439884815,0.000115576417081619,0.0232308598334054,0.0222587213562572,0.0227248449692609,0.0227248449692609,2075,27
8.199,-0.000211000719942407,0.000106241049952762,0.0213544510405051,0.0203077666699877,0.0218007417922491,0.0218007417922491,2074,26
8.2,-0.000220000000000016,9.69339290179248e-05,0.0194837197326029,0.0186496080327271,0.0203122453557801,0.0203122453557801,2072,24
8.201,-0.000228999280057603,8.76549688121105e-05,0.0176186487312342,0.0172335367677519,0.0187925832047925,0.0187925832047925,2070,22
8.202,-0.00023799856011519,7.84040841288553e-05,0.0157592209098999,0.0159803058473715,0.0173915178860548,0.0173915178860548,2069,21
8.203,-0.000246198704103677,6.99791171081915e-05,0.0140658025387465,0.0149510217805381,0.0161569960449651,0.0161569960449651,2067,19
8.204,-0.000251598272138232,6.43759807435574e-05,0.012939572129455,0.0144285285654602,0.0152164698449869,0.0152164698449869,2066,18
8.205,-0.000256997840172788,5.87897978928859e-05,0.0118167493764701,0.0137446494789124,0.0144921872662686,0.0144921872662686,2065,17
8.206,-0.000261598847677356,5.40178696798745e-05,0.0108575918056548,0.0130072129311865,0.0137766385090768,0.0137766385090768,2064,16
8.207,-0.000265199855959673,5.02588663429775e-05,0.0101020321349385,0.0122287311017185,0.0130339035779074,0.0130339035779074,2063,15
8.208,-0.00026880086424199,4.6511236692425e-05,0.00934875857517743,0.011219611313138,0.012194331545549,0.012194331545549,2062,14
8.209,-0.000274802015838731,4.03784340793628e-05,0.00811606524995193,0.00956343678058218,0.0110386857130561,0.0110386857130561,2061,13
8.21,-0.000282001439884813,3.30677279695699e-05,0.00664661332188356,0.00760187960265021,0.00946430909674847,0.00946430909674847,2059,11
8.211,-0.000289200863930883,2.57791419993051e-05,0.00518160754186033,0.00565929198398863,0.00764781979967857,0.00764781979967857,2056,8
8.212,-0.000293200143988478,2.17079118601046e-05,0.00436329028388103,0.00442402508611108,0.00597720360440375,0.00597720360440375,2054,6
8.213,-0.000296799856011522,1.80479636620275e-05,0.00362764069606754,0.00335223247229164,0.00463805307542786,0.00463805307542786,2053,5
8.214,-0.000300199784017279,1.45985712094949e-05,0.00293431281310848,0.00243849581217761,0.00352094478491938,0.00352094478491938,2051,3
8.215,-0.000301999640028798,1.27572669583282e-05,0.00256421065862396,0.00197438134192655,0.00267831260038906,0.00267831260038906,2050,2
8.216,-0.00030379949604032,1.09215339756942e-05,0.00219522832911454,0.0016262446763055,0.00211549234957301,0.00211549234957301,2050,2
8.217,-0.000305,9.6898007210189e-06,0.0019476499449248,0.0014996258641576,0.00176128909358489,0.00176128909358489,2049,1
8.218,-0.000305,9.66048211066789e-06,0.00194175690424425,0.00167858186184426,0.00165091394577466,0.00165091394577466,2049,1
8.219,-0.000305,9.63125221018174e-06,0.00193588169424653,0.00188025931320367,0.00173328999817806,0.00173328999817806,2049,1
8.22,-0.00030800215982722,6.60449276935652e-06,0.00132750304664066,0.00148872732105005,0.00170201007442729,0.00170201007442729,2049,1
8.221,-0.000313401727861772,1.19311018487362e-06,0.000239815147159598,0.000638050740088448,0.00129263761041573,0.00129263761041573,2049,1
8.222,-0.000318801295896334,-4.20189907863702e-06,-0.00084458171480604,-0.000200883505551949,0.000604141460962216,0.000604141460962216,2048,0
8.223,-0.000322800575953926,-8.18241502395235e-06,-0.00164466541981442,-0.000789196195799465,-0.000100461943933889,-0.000100461943933889,2047,-1
8.224,-0.000326400287976963,-1.17519235037657e-05,-0.0023621366242569,-0.00137048766171865,-0.000728269626514124,-0.000728269626514124,2046,-2
8.225,-0.000330000000000013,-1.53106316553622e-05,-0.00307743696272781,-0.00204209892705272,-0.00135520787514974,-0.00135520787514974,2045,-3
8.226,-0.000337199424046082,-2.24528383226772e-05,-0.00451302050285812,-0.00350584408169222,-0.00226467174003611,-0.00226467174003611,2044,-4
8.227,-0.000344398848092152,-2.95734346823755e-05,-0.00594426037115748,-0.00499463551812622,-0.00353747177841631,-0.00353747177841631,2043,-5
8.228,-0.00035,-3.50766319438202e-05,-0.00705040302070787,-0.00618685314857771,-0.00485367213414429,-0.00485367213414429,2041,-7
8.229,-0.00035,-3.49704999258359e-05,-0.00702907048509302,-0.00631243253195685,-0.0057485251508898,-0.0057485251508898,2040,-8
8.23,-0.00035,-3.48646890334734e-05,-0.00700780249572814,-0.00652665846528359,-0.00617866639943494,-0.00617866639943494,2039,-9
8.231,-0.000347601728483976,-3.23645550264496e-05,-0.00650527556031637,-0.00632276223589454,-0.006336386880944,-0.006336386880944,2039,-9
8.232,-0.000342200216060491,-2.68732882949019e-05,-0.00540153094727528,-0.00557423992955288,-0.0060877421384951,-0.0060877421384951,2039,-9
8.233,-0.000336798703637015,-2.13986365912957e-05,-0.00430112595485044,-0.00486075109863352,-0.00552989173823747,-0.00552989173823747,2040,-8
8.234,-0.000335,-1.95379078868891e-05,-0.0039271194852647,-0.00482997862887838,-0.00509109245972368,-0.00509109245972368,2041,-7
8.235,-0.000335,-1.9478791675431e-05,-0.00391523712676163,-0.00503031274967891,-0.00498792145302814,-0.00498792145302814,2041,-7
8.236,-0.000335,-1.9419854332994e-05,-0.0039033907209318,-0.00506357190792972,-0.00502575534775646,-0.00502575534775646,2041,-7
8.237,-0.000335,-1.93610953183707e-05,-0.00389158015899252,-0.00493595547666703,-0.00500909403015512,-0.00500909403015512,2041,-7
8.238,-0.000335,-1.93025140919914e-05,-0.00387980533249027,-0.00467518045958016,-0.00487862860577594,-0.00487862860577594,2041,-7
8.239,-0.000335199784017279,-1.94435918880889e-05,-0.00390816196950587,-0.00436409425743171,-0.00464850601137209,-0.00464850601137209,2041,-7
8.24,-0.000336999640028798,-2.1181894132909e-05,-0.00425756072071471,-0.00432594082783135,-0.00445396212115378,-0.00445396212115378,2041,-7
8.241,-0.000338799496040316,-2.29149367642802e-05,-0.00460590228962032,-0.00428024293698838,-0.00435725042965127,-0.00435725042965127,2042,-6
8.242,-0.000341199135758017,-2.52416120141344e-05,-0.00507356401484101,-0.00439843141080726,-0.00434576757339906,-0.00434576757339906,2042,-6
8.243,-0.000344800144040334,-2.8760798462396e-05,-0.00578092049094159,-0.00483316590441764,-0.0045188644222538,-0.0045188644222538,2041,-7
8.244,-0.000348401152322651,-3.22693368427355e-05,-0.00648613670538984,-0.00536309699336274,-0.00489018943932841,-0.00489018943932841,2041,-7
8.245,-0.00035,-3.37681277555419e-05,-0.00678739367886393,-0.0056143847460737,-0.00527387625368085,-0.00527387625368085,2040,-8
8.246,-0.00035,-3.36659549030289e-05,-0.00676685693550882,-0.00569436624628001,-0.00551778602451162,-0.00551778602451162,2040,-8
8.247,-0.00035,-3.35640911968171e-05,-0.00674638233056023,-0.00591496521148044,-0.00570168327090175,-0.00570168327090175,2040,-8
8.248,-0.000348599712023037,-3.2064366163248e-05,-0.00644493759881286,-0.00595957347354148,-0.00585269998347176,-0.00585269998347176,2040,-8
8.249,-0.000346799856011519,-3.01702153312833e-05,-0.00606421328158794,-0.0059900765707414,-0.00593098526467027,-0.00593098526467027,2040,-8
8.25,-0.000345,-2.82817956667374e-05,-0.00568464092901421,-0.00602956844574789,-0.00598152195926923,-0.00598152195926923,2040,-8
8.251,-0.000341400287976956,-2.46019567460987e-05,-0.00494499330596583,-0.00566888640848642,-0.00589671777199226,-0.00589671777199226,2040,-8
8.252,-0.000337800575953919,-2.09332519825636e-05,-0.00420758364849529,-0.00523819815808797,-0.00561263092025824,-0.00561263092025824,2040,-8
8.253,-0.000335799136069117,-1.88715018646595e-05,-0.00379317187479657,-0.0050127059351877,-0.00530033677050157,-0.00530033677050157,2040,-8
8.254,-0.000339398848092158,-2.24086681755187e-05,-0.00450414230327925,-0.00573168323965158,-0.00534639947365418,-0.00534639947365418,2040,-8
8.255,-0.000342998560115193,-2.59351320164444e-05,-0.00521296153530533,-0.00622773130242384,-0.0057523660104385,-0.0057523660104385,2040,-8
8.256,-0.000346598847677349,-2.94515004385172e-05,-0.00591975158814196,-0.00654651932039886,-0.00615926299824161,-0.00615926299824161,2039,-9
8.257,-0.000350199855959673,-3.29579489490413e-05,-0.00662454773875731,-0.00675418556890633,-0.00647406392542814,-0.00647406392542814,2039,-9
8.258,-0.00035380086424199,-3.64537879330522e-05,-0.00732721137454349,-0.00692671049559852,-0.00670892553236679,-0.00670892553236679,2039,-9
8.259,-0.00035860151187905,-4.11368739611823e-05,-0.00826851166619764,-0.00737322545910959,-0.00699164504838427,-0.00699164504838427,2038,-10
8.26,-0.000364001079913606,-4.64038046039725e-05,-0.00932716472539848,-0.00802309717444148,-0.00744454009222483,-0.00744454009222483,2038,-10
8.261,-0.000369400647948171,-5.16547989967185e-05,-0.0103826145983404,-0.00879987958624475,-0.0080643787384545,-0.0080643787384545,2037,-11
8.262,-0.000363599712023035,-4.57063461849431e-05,-0.00918697558317356,-0.0075463534228943,-0.00813408243468208,-0.00813408243468208,2037,-11
8.263,-0.000356400287976965,-3.83795193123624e-05,-0.00771428338178485,-0.00634021280735395,-0.00737074953752955,-0.00737074953752955,2038,-10
8.264,-0.000349800215982721,-3.16733066726859e-05,-0.00636633464120987,-0.0055322635735065,-0.00645119098169665,-0.00645119098169665,2039,-9
8.265,-0.000348000359971202,-2.97803390766986e-05,-0.00598584815441642,-0.00583877583392602,-0.00596037605991435,-0.00596037605991435,2040,-8
8.266,-0.000346200503959683,-2.78930990679911e-05,-0.00560651291266622,-0.00614381891550684,-0.00598019741555671,-0.00598019741555671,2040,-8
8.267,-0.000343800864241983,-2.54126929986748e-05,-0.00510795129273363,-0.00623697591617214,-0.00611494100548157,-0.00611494100548157,2039,-9
8.268,-0.000340199855959666,-2.1740240877152e-05,-0.00436978841630754,-0.00593605347640293,-0.00609671901240847,-0.00609671901240847,2039,-9
8.269,-0.000336598847677349,-1.80789005623509e-05,-0.00363385901303252,-0.00544565391323813,-0.00583654893703159,-0.00583654893703159,2040,-8
8.27,-0.000335,-1.64277700507393e-05,-0.00330198178019861,-0.00513699790653078,-0.00548704699655266,-0.00548704699655266,2040,-8
8.271,-0.000335,-1.63780642412061e-05,-0.00329199091248243,-0.00491356952206118,-0.00519104489254197,-0.00519104489254197,2041,-7
8.272,-0.000335,-1.63285088274657e-05,-0.00328203027432061,-0.00448523439157977,-0.00487588916451537,-0.00487588916451537,2041,-7
8.273,-0.000335,-1.62791033544628e-05,-0.00327209977424702,-0.00392428969098933,-0.00444567947013664,-0.00444567947013664,2041,-7
8.274,-0.000335,-1.62298473685189e-05,-0.00326219932107229,-0.00331579934047533,-0.00391642629423644,-0.00391642629423644,2042,-6
8.275,-0.000335,-1.61807404173282e-05,-0.00325232882388296,-0.00274503206733822,-0.00334847078761486,-0.00334847078761486,2043,-5
8.276,-0.000342199424046074,-2.33203143803755e-05,-0.00468738319045547,-0.00369084583176209,-0.00326479653244518,-0.00326479653244518,2043,-5
8.277,-0.000349398848092161,-3.04382860016413e-05,-0.0061180954863299,-0.00469856943150262,-0.0038608933908985,-0.0038608933908985,2042,-6
8.278,-0.000355,-3.59388664663469e-05,-0.00722371215973572,-0.00550948479579114,-0.00465777398240387,-0.00465777398240387,2041,-7
8.279,-0.000355,-3.58301255693231e-05,-0.00720185523943394,-0.00539815108058683,-0.00516805856944561,-0.00516805856944561,2041,-7
8.28,-0.000355,-3.57217136916549e-05,-0.00718006445202264,-0.00554145604014304,-0.00536148484567595,-0.00536148484567595,2040,-8
8.281,-0.000353401152322651,-3.40172009920576e-05,-0.00683745739940358,-0.00558598204520713,-0.00549112215144463,-0.00549112215144463,2040,-8
8.282,-0.000349800144040334,-3.03187140505851e-05,-0.0060940615241676,-0.00540839741313529,-0.00549501162434628,-0.00549501162434628,2040,-8
8.283,-0.00034619913575801,-2.6631417689867e-05,-0.00535291495566327,-0.00533978079400042,-0.00541749718794985,-0.00541749718794985,2040,-8
8.284,-0.000347401007919367,-2.77508924116759e-05,-0.00557792937474685,-0.00621754843687351,-0.00564901476967236,-0.00564901476967236,2040,-8
8.285,-0.000351000719942404,-3.12611921853236e-05,-0.00628349962925004,-0.0074103286206184,-0.00639576076907851,-0.00639576076907851,2039,-9
8.286,-0.000354600431965448,-3.47608707796324e-05,-0.00698693502670611,-0.00835889952067394,-0.00735015391110906,-0.00735015391110906,2038,-10
8.287,-0.000367800575953939,-4.78358681939211e-05,-0.00961500950697814,-0.010921481829926,-0.00881812619584682,-0.00881812619584682,2036,-12
8.288,-0.000382199424046087,-6.20681949782329e-05,-0.0124757071906248,-0.0133422699530493,-0.0109423247186935,-0.0109423247186935,2033,-15
8.289,-0.000397197624190107,-7.68559040630997e-05,-0.015448036716683,-0.0155741789573685,-0.0131961066010751,-0.0131961066010751,2031,-17
8.29,-0.000416996040316799,-9.63918236326763e-05,-0.0193747565501679,-0.0185518187224035,-0.0156748836772359,-0.0156748836772359,2028,-20
8.291,-0.00043679445644349,-0.000115868633006883,-0.0232895952343836,-0.0214100196777825,-0.0184351628585546,-0.0184351628585546,2024,-24
8.292,-0.000453597407274031,-0.000132295577457932,-0.0265914110690444,-0.0237173639713389,-0.0210816557854816,-0.0210816557854816,2021,-27
8.293,-0.000464400432121001,-0.000142681969657757,-0.0286790759012092,-0.0250658716680765,-0.0232034263202419,-0.0232034263202419,2018,-30
8.294,-0.000475203456967952,-0.000153036935557413,-0.03076042404704,-0.0268019463684091,-0.0249537357420374,-0.0249537357420374,2016,-32
8.295,-0.00048500359971202,-0.000162359205360696,-0.0326342002774999,-0.0287483675947282,-0.0267623391007113,-0.0267623391007113,2014,-34
